dbo:Place;;;Which one is the highest based on staff of affiliation of <A> ?;select distinct(?x) where { <A>  dbo:affiliation ?x1 . ?x1 dbo:staff ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:staff ?x } 
dbo:Place;;;Who is the  superintendent of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:superintendent ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:superintendent ?x } 
dbo:Place;;;What is the number of  superintendent of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:superintendent ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:superintendent ?x } 
dbo:Place;;;Who is the  trustee of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:trustee ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:trustee ?x } 
dbo:Place;;;What is the number of  trustee of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:trustee ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:trustee ?x } 
dbo:Place;;;What is the  age range of <A> ?;select ?x where { <A>  dbo:ageRange ?x  } ;select distinct(?a) where { ?a dbo:ageRange []  } 
dbo:Place;;;Which one is the highest based on age range of <A> ?;select distinct(?x) where { <A>  dbo:ageRange ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:ageRange []  } 
dbo:Place;;;What is the  album of <A> ?;select ?x where { <A>  dbo:album ?x  } ;select distinct(?a) where { ?a dbo:album []  } 
dbo:Place;;;What is the  performer of album of <A> ?;select ?x where { <A>  dbo:album ?x1 . ?x1 dbo:artist ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:artist ?x } 
dbo:Place;;;Who is the  compiler of album of <A> ?;select ?x where { <A>  dbo:album ?x1 . ?x1 dbo:compiler ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:compiler ?x } 
dbo:Place;;;What is the number of  compiler of album of <A> ?;select count(*) as ?x where { <A>  dbo:album ?x1 . ?x1 dbo:compiler ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:compiler ?x } 
dbo:Place;;;What is the  longtype of album of <A> ?;select ?x where { <A>  dbo:album ?x1 . ?x1 dbo:longtype ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:longtype ?x } 
dbo:Place;;;What is the number of  longtype of album of <A> ?;select count(*) as ?x where { <A>  dbo:album ?x1 . ?x1 dbo:longtype ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:longtype ?x } 
dbo:Place;;;Who is the  lyrics of album of <A> ?;select ?x where { <A>  dbo:album ?x1 . ?x1 dbo:lyrics ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:lyrics ?x } 
dbo:Place;;;What is the number of  lyrics of album of <A> ?;select count(*) as ?x where { <A>  dbo:album ?x1 . ?x1 dbo:lyrics ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:lyrics ?x } 
dbo:Place;;;When is the  record date of album of <A> ?;select ?x where { <A>  dbo:album ?x1 . ?x1 dbo:recordDate ?x } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:recordDate ?x } 
dbo:Place;;;What is the number of  record date of album of <A> ?;select count(*) as ?x where { <A>  dbo:album ?x1 . ?x1 dbo:recordDate ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:recordDate ?x } 
dbo:Place;;;Which one is the oldest based on record date of album of <A> ?;select distinct(?x) where { <A>  dbo:album ?x1 . ?x1 dbo:recordDate ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:recordDate ?x } 
dbo:Place;;;What is the  recorded in of album of <A> ?;select ?x where { <A>  dbo:album ?x1 . ?x1 dbo:recordedIn ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:recordedIn ?x } 
dbo:Place;;;What is the  review of album of <A> ?;select ?x where { <A>  dbo:album ?x1 . ?x1 dbo:review ?x  } ;select distinct(?a) where { ?a dbo:album [] . ?a  dbo:album ?x1 . ?x1  dbo:review ?x } 
dbo:Place;;;What is the  alias of <A> ?;select ?x where { <A>  dbo:alias ?x  } ;select distinct(?a) where { ?a dbo:alias []  } 
dbo:Place;;;What is the  alternative name of <A> ?;select ?x where { <A>  dbo:alternativeName ?x  } ;select distinct(?a) where { ?a dbo:alternativeName []  } 
dbo:Place;;;What is the  animal of <A> ?;select ?x where { <A>  dbo:animal ?x  } ;select distinct(?a) where { ?a dbo:animal []  } 
dbo:Place;;;What is the  anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x  } ;select distinct(?a) where { ?a dbo:anthem []  } 
dbo:Place;;;What is the  has abstract of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:abstract ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:abstract ?x } 
dbo:Place;;;What is the  active years end year of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:activeYearsEndYear ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:activeYearsEndYear ?x } 
dbo:Place;;;What is the  active years start year of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:activeYearsStartYear ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:activeYearsStartYear ?x } 
dbo:Place;;;What is the  anthem of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:anthem ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:anthem ?x } 
dbo:Place;;;What is the  associated band of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:associatedBand ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:associatedBand ?x } 
dbo:Place;;;What is the  associated musical artist of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:associatedMusicalArtist ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:associatedMusicalArtist ?x } 
dbo:Place;;;What is the  background of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:background ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:background ?x } 
dbo:Place;;;What is the number of  background of anthem of <A> ?;select count(*) as ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:background ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:background ?x } 
dbo:Place;;;What is the  country of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:country ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:country ?x } 
dbo:Place;;;What is the number of  country of anthem of <A> ?;select count(*) as ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:country ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:country ?x } 
dbo:Place;;;What is the  country of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:country ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:country ?x } 
dbo:Place;;;What is the  currency of anthem of <A> ?;select ?x where { <A>  dbo:anthem ?x1 . ?x1 dbo:currency ?x  } ;select distinct(?a) where { ?a dbo:anthem [] . ?a  dbo:anthem ?x1 . ?x1  dbo:currency ?x } 
